label,mode,kernel_regex,W_SM_KiB,blocks_per_SM,active_SM,ITER,reuse_factor,load_repeat,store_repeat,ncu_replay_mode,ncu_cache_control,ncu_metric_profile,global_warmup_passes,l2_residency_policy,l2_address_layout,status,shared_accesses,shared_bytes,shared_read_bytes,shared_write_bytes,shared_bytes_source,shared_bank_conflicts,shared_inst,legacy_shared_read_accesses,legacy_shared_write_accesses,l1_hit_rate_pct,l1_path_hit_rate_pct,l1_aggregate_hit_rate_pct,l1_hit_rate_source,l2_hit_rate_pct,l2_path_hit_rate_pct,l2_tex_path_hit_rate_pct,l2_device_path_hit_rate_pct,l2_native_read_hit_rate_pct,l2_native_vs_derived_hit_delta_pct,l2_logical_read_hit_rate_pct,l2_fabric_hit_rate_pct,l2_fabric_model_native_hit_rate_pct,l2_native_vs_fabric_model_hit_delta_pct,l2_aggregate_hit_rate_pct,l2_hit_rate_source,l1_accesses,l1_access_unit,l1_read_accesses,l1_write_accesses,l2_accesses,l2_access_unit,l2_read_accesses,l2_write_accesses,dram_accesses,dram_access_unit,dram_read_accesses,dram_write_accesses,shared_read_accesses,shared_write_accesses,l1_bytes,l1_request_bytes,l1_hit_bytes,l1_miss_bytes,l2_bytes,l2_read_bytes,expected_global_read_bytes,expected_l2_read_bytes,l2_read_to_expected_ratio,l2_read_hit_sectors,l2_read_miss_sectors,l2_device_read_sectors,l2_device_read_hit_sectors,l2_device_read_miss_sectors,l2_fabric_read_sectors,l2_fabric_read_hit_sectors,l2_fabric_read_miss_sectors,l2_fabric_metric_source,l2_fabric_metrics_present,l2_fabric_read_sector_conservation_ratio,l2_fabric_counter_coherent,l2_fabric_read_to_source_miss_ratio,l2_fabric_hit_to_source_miss_ratio,l2_fabric_read_fraction,l2_logical_read_hit_sectors,l2_logical_read_miss_sectors,l2_logical_read_miss_bytes,l2_fabric_model_coherent,l2_evict_first_read_sectors,l2_evict_normal_read_sectors,l2_evict_last_read_sectors,l2_evict_first_read_pct,l2_evict_normal_read_pct,l2_evict_last_read_pct,l2_read_miss_bytes,l2_read_sector_conservation_ratio,l2_tex_read_sector_conservation_ratio,l2_device_read_sector_conservation_ratio,l2_path_counter_coherent,dram_bytes,dram_read_sectors,dram_write_sectors,dram_read_bytes,dram_read_bytes_source,dram_write_bytes,dram_write_bytes_source,dram_read_to_expected_ratio,dram_write_to_read_ratio,gpu_duration_s,dram_read_bandwidth_GBps,dram_read_to_l2_miss_bytes_ratio,dram_read_to_l2_read_bytes_ratio,dram_read_to_l2_logical_miss_bytes_ratio,tensor_hmma_inst,tensor_fp16_f32_ops,sass_inst_executed,expected_register_ops,sass_inst_per_expected_reg_op,expected_logical_mma,expected_logical_flop,tensor_hmma_per_logical_mma,tensor_ops_to_expected_flop,tensor_pipe_active_pct,local_read_bytes,local_write_bytes,spill_local_read_inst,spill_local_write_inst,spill_zero_verified,spill_evidence_source,stall_long_scoreboard_pct,stall_short_scoreboard_pct,stall_wait_pct,stall_not_selected_pct,achieved_occupancy_pct,launch_warp_capacity_pct,launch_warps_per_scheduler,registers_per_thread,shared_mem_per_block_static,shared_mem_per_block_dynamic,launch_persisting_l2_cache_size_bytes,missing_metrics,optional_missing_metrics,validation_notes,source_files
global_addr_only_l2_W32_B8_LR16,global_addr_only,global_scalar_addr_only_kernel,32,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,20.2832,,,,,,,,0,sectors,0,,0,sectors,0,,7.48094e+06,sectors,7.48094e+06,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,2.3939e+08,7.48094e+06,0,2.3939e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,0.2466,0.970763,,,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.00088,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/global_addr_only_l2_W32_B8_LR16_raw_metrics.csv
global_addr_only_l2_W32_B8_LR4,global_addr_only,global_scalar_addr_only_kernel,32,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,100,100,100,100,26.7653,73.2347,,,,,,srcunit_tex_device_read_lookup_hit_miss,0,sectors,0,,0,sectors,0,,1.87098e+06,sectors,1.87098e+06,0,,,0,0,0,0,0,0,,,,82679,0,0,82679,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,5.98715e+07,1.87098e+06,0,5.98715e+07,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,0.0650427,0.920495,,,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.003372,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,l2_native_derived_hit_rate_disagree,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/global_addr_only_l2_W32_B8_LR4_raw_metrics.csv
global_addr_only_l2_W32_B8_LR8,global_addr_only,global_scalar_addr_only_kernel,32,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,19.46,,,,,,,,0,sectors,0,,0,sectors,0,,4.1512e+06,sectors,4.1512e+06,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,1.32838e+08,4.1512e+06,0,1.32838e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,0.125546,1.05809,,,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.001684,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/global_addr_only_l2_W32_B8_LR8_raw_metrics.csv
global_addr_only_l2_W64_B8_LR16,global_addr_only,global_scalar_addr_only_kernel,64,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,21.1403,,,,,,,,0,sectors,0,,0,sectors,0,,7.466e+06,sectors,7.466e+06,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,2.38912e+08,7.466e+06,0,2.38912e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,0.246068,0.970917,,,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.000906,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/global_addr_only_l2_W64_B8_LR16_raw_metrics.csv
global_addr_only_l2_W64_B8_LR4,global_addr_only,global_scalar_addr_only_kernel,64,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,22.3728,,,,,,,,0,sectors,0,,0,sectors,0,,1.87699e+06,sectors,1.87699e+06,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,6.00636e+07,1.87699e+06,0,6.00636e+07,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,0.0649482,0.924793,,,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.004258,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/global_addr_only_l2_W64_B8_LR4_raw_metrics.csv
global_addr_only_l2_W64_B8_LR8,global_addr_only,global_scalar_addr_only_kernel,64,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,21.4147,,,,,,,,0,sectors,0,,0,sectors,0,,3.85726e+06,sectors,3.85726e+06,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,1.23432e+08,3.85726e+06,0,1.23432e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,0.124876,0.98844,,,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.00183,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/global_addr_only_l2_W64_B8_LR8_raw_metrics.csv
l2_cg_load_only_W32_B8_LR16,l2_cg_load_only,global_cg_load_only_kernel,32,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,99.9998,99.9998,99.9998,99.9998,99.9513,0.0484423,,,,,,srcunit_tex_device_read_lookup_hit_miss,3.35872e+10,sectors,3.35872e+10,,3.35874e+10,sectors,3.35874e+10,,1.67528e+07,sectors,1.65928e+07,159976,,,1.07479e+12,1.07479e+12,0,1.07479e+12,1.0748e+12,1.0748e+12,1.07479e+12,1.07479e+12,1,3.35871e+10,83524,3.35874e+10,3.35871e+10,83524,,,,,0,,,,,,,,,,,,,,,,2.67277e+06,0.999996,0.999996,0.999996,1,5.3609e+08,1.65928e+07,159976,5.30971e+08,dram__bytes_read.sum,5.11923e+06,dram__bytes_write.sum,0.000494022,0.00964127,0.534282,0.993803,198.659,0.00049402,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,408.389,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/l2_cg_load_only_W32_B8_LR16_raw_metrics.csv
l2_cg_load_only_W32_B8_LR4,l2_cg_load_only,global_cg_load_only_kernel,32,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,99.9974,99.9974,99.9974,99.9974,99.9484,0.0489787,,,,,,srcunit_tex_device_read_lookup_hit_miss,8.3968e+09,sectors,8.3968e+09,,8.3968e+09,sectors,8.3968e+09,,4.2711e+06,sectors,4.2711e+06,0,,,2.68698e+11,2.68698e+11,0,2.68698e+11,2.68698e+11,2.68698e+11,2.68698e+11,2.68698e+11,1,8.39672e+09,218397,8.3968e+09,8.39672e+09,216921,,,,,0,,,,,,,,,,,,,,,,6.94147e+06,1.00002,1.00002,1.00002,1,1.36675e+08,4.2711e+06,0,1.36675e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,0.000508659,0,0.13645,1.00165,19.6897,0.000508659,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,365.312,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/l2_cg_load_only_W32_B8_LR4_raw_metrics.csv
l2_cg_load_only_W32_B8_LR8,l2_cg_load_only,global_cg_load_only_kernel,32,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,100,100,100,100,99.95,0.04997,,,,,,srcunit_tex_device_read_lookup_hit_miss,1.67936e+10,sectors,1.67936e+10,,1.67936e+10,sectors,1.67936e+10,,8.36854e+06,sectors,8.36854e+06,0,,,5.37395e+11,5.37395e+11,0,5.37395e+11,5.37395e+11,5.37395e+11,5.37395e+11,5.37395e+11,1,1.67936e+10,0,1.67936e+10,1.67936e+10,0,,,,,0,,,,,,,,,,,,,,,,0,0.999998,0.999998,0.999998,1,2.67793e+08,8.36854e+06,0,2.67793e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,0.000498317,0,0.267848,0.999795,,0.000498317,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,393.448,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/l2_cg_load_only_W32_B8_LR8_raw_metrics.csv
l2_cg_load_only_W64_B8_LR16,l2_cg_load_only,global_cg_load_only_kernel,64,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,99.9995,99.9995,99.9995,99.9995,99.9492,0.0503286,,,,,,srcunit_tex_device_read_lookup_hit_miss,3.35872e+10,sectors,3.35872e+10,,3.35874e+10,sectors,3.35874e+10,,1.74218e+07,sectors,1.72037e+07,218088,,,1.07479e+12,1.07479e+12,0,1.07479e+12,1.0748e+12,1.0748e+12,1.07479e+12,1.07479e+12,1,3.3587e+10,167068,3.35874e+10,3.3587e+10,167068,,,,,0,,,,,,,,,,,,,,,,5.34618e+06,0.999993,0.999993,0.999993,1,5.57497e+08,1.72037e+07,218088,5.50518e+08,dram__bytes_read.sum,6.97882e+06,dram__bytes_write.sum,0.00051221,0.0126768,0.535222,1.02858,102.974,0.000512207,,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,414.793,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/l2_selected_minimal/l2_cg_load_only_W64_B8_LR16_raw_metrics.csv
